Jan-49, Canada, Alcoholic beverages, 2.257
Aug-14, Manitoba, Alcoholic beverages, 18.257
Aug-14, Saskatchewan, Education and reading, 20.247
Aug-14, Saskatchewan, Alcoholic beverages, 20.257
Aug-14, Alberta, Education and reading, 23.247
Aug-14, Alberta, Alcoholic beverages, 23.257
Aug-14, British Columbia, Education and reading, 26.247
Aug-14, British Columbia, Alcoholic beverages, 26.257
Aug-14, Whitehorse Yukon, Education and reading, 29.247
Aug-14, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-14, Yellowknife Northwest Territories, Education and reading, 30.247
Aug-14, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-14, Canada, Education and reading, 2.247
Sep-14, Canada, Alcoholic beverages, 2.257
Sep-14, Newfoundland and Labrador, Education and reading, 3.247
Sep-14, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-14, Prince Edward Island, Education and reading, 5.247
Sep-14, Prince Edward Island, Alcoholic beverages, 5.257
Sep-14, Nova Scotia, Education and reading, 7.247
Sep-14, Nova Scotia, Alcoholic beverages, 7.257
Sep-14, New Brunswick, Education and reading, 9.247
Sep-14, New Brunswick, Alcoholic beverages, 9.257
Sep-14, Quebec, Education and reading, 11.247
Sep-14, Quebec, Alcoholic beverages, 11.257
Sep-14, Ontario, Education and reading, 14.247
Sep-14, Ontario, Alcoholic beverages, 14.257
Sep-14, Manitoba, Education and reading, 18.247
Sep-14, Manitoba, Alcoholic beverages, 18.257
Sep-14, Saskatchewan, Education and reading, 20.247
Sep-14, Saskatchewan, Alcoholic beverages, 20.257
Sep-14, Alberta, Education and reading, 23.247
Sep-14, Alberta, Alcoholic beverages, 23.257
Sep-14, British Columbia, Education and reading, 26.247
Sep-14, British Columbia, Alcoholic beverages, 26.257
Sep-14, Whitehorse Yukon, Education and reading, 29.247
Sep-14, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-14, Yellowknife Northwest Territories, Education and reading, 30.247
Sep-14, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-14, Canada, Education and reading, 2.247
Oct-14, Canada, Alcoholic beverages, 2.257
Oct-14, Newfoundland and Labrador, Education and reading, 3.247
Oct-14, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-14, Prince Edward Island, Education and reading, 5.247
Oct-14, Prince Edward Island, Alcoholic beverages, 5.257
Oct-14, Nova Scotia, Education and reading, 7.247
Oct-14, Nova Scotia, Alcoholic beverages, 7.257
Oct-14, New Brunswick, Education and reading, 9.247
Oct-14, New Brunswick, Alcoholic beverages, 9.257
Oct-14, Quebec, Education and reading, 11.247
Oct-14, Quebec, Alcoholic beverages, 11.257
Oct-14, Ontario, Education and reading, 14.247
Oct-14, Ontario, Alcoholic beverages, 14.257
Oct-14, Manitoba, Education and reading, 18.247
Oct-14, Manitoba, Alcoholic beverages, 18.257
Oct-14, Saskatchewan, Education and reading, 20.247
Oct-14, Saskatchewan, Alcoholic beverages, 20.257
Oct-14, Alberta, Education and reading, 23.247
Oct-14, Alberta, Alcoholic beverages, 23.257
Oct-14, British Columbia, Education and reading, 26.247
Oct-14, British Columbia, Alcoholic beverages, 26.257
Oct-14, Whitehorse Yukon, Education and reading, 29.247
Oct-14, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-14, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-14, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-14, Canada, Education and reading, 2.247
Nov-14, Canada, Alcoholic beverages, 2.257
Nov-14, Newfoundland and Labrador, Education and reading, 3.247
Nov-14, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-14, Prince Edward Island, Education and reading, 5.247
Nov-14, Prince Edward Island, Alcoholic beverages, 5.257
Nov-14, Nova Scotia, Education and reading, 7.247
Nov-14, Nova Scotia, Alcoholic beverages, 7.257
Nov-14, New Brunswick, Education and reading, 9.247
Nov-14, New Brunswick, Alcoholic beverages, 9.257
Nov-14, Quebec, Education and reading, 11.247
Nov-14, Quebec, Alcoholic beverages, 11.257
Nov-14, Ontario, Education and reading, 14.247
Nov-14, Ontario, Alcoholic beverages, 14.257
Nov-14, Manitoba, Education and reading, 18.247
Nov-14, Manitoba, Alcoholic beverages, 18.257
Nov-14, Saskatchewan, Education and reading, 20.247
Nov-14, Saskatchewan, Alcoholic beverages, 20.257
Nov-14, Alberta, Education and reading, 23.247
Nov-14, Alberta, Alcoholic beverages, 23.257
Nov-14, British Columbia, Education and reading, 26.247
Nov-14, British Columbia, Alcoholic beverages, 26.257
Nov-14, Whitehorse Yukon, Education and reading, 29.247
Nov-14, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-14, Yellowknife Northwest Territories, Education and reading, 30.247
Nov-14, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-14, Canada, Education and reading, 2.247
Dec-14, Canada, Alcoholic beverages, 2.257
Dec-14, Newfoundland and Labrador, Education and reading, 3.247
Dec-14, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-14, Prince Edward Island, Education and reading, 5.247
Dec-14, Prince Edward Island, Alcoholic beverages, 5.257
Dec-14, Nova Scotia, Education and reading, 7.247
Dec-14, Nova Scotia, Alcoholic beverages, 7.257
Dec-14, New Brunswick, Education and reading, 9.247
Dec-14, New Brunswick, Alcoholic beverages, 9.257
Dec-14, Quebec, Education and reading, 11.247
Dec-14, Quebec, Alcoholic beverages, 11.257
Dec-14, Ontario, Education and reading, 14.247
Dec-14, Ontario, Alcoholic beverages, 14.257
Dec-14, Manitoba, Education and reading, 18.247
Dec-14, Manitoba, Alcoholic beverages, 18.257
Dec-14, Saskatchewan, Education and reading, 20.247
Dec-14, Saskatchewan, Alcoholic beverages, 20.257
Dec-14, Alberta, Education and reading, 23.247
Dec-14, Alberta, Alcoholic beverages, 23.257
Dec-14, British Columbia, Education and reading, 26.247
Dec-14, British Columbia, Alcoholic beverages, 26.257
Dec-14, Whitehorse Yukon, Education and reading, 29.247
Dec-14, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-14, Yellowknife Northwest Territories, Education and reading, 30.247
Dec-14, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-15, Canada, Education and reading, 2.247
Jan-15, Canada, Alcoholic beverages, 2.257
Jan-15, Newfoundland and Labrador, Education and reading, 3.247
Jan-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-15, Prince Edward Island, Education and reading, 5.247
Jan-15, Prince Edward Island, Alcoholic beverages, 5.257
Jan-15, Nova Scotia, Education and reading, 7.247
Jan-15, Nova Scotia, Alcoholic beverages, 7.257
Jan-15, New Brunswick, Education and reading, 9.247
Jan-15, New Brunswick, Alcoholic beverages, 9.257
Jan-15, Quebec, Education and reading, 11.247
Jan-15, Quebec, Alcoholic beverages, 11.257
Jan-15, Ontario, Education and reading, 14.247
Jan-15, Ontario, Alcoholic beverages, 14.257
Jan-15, Manitoba, Education and reading, 18.247
Jan-15, Manitoba, Alcoholic beverages, 18.257
Jan-15, Saskatchewan, Education and reading, 20.247
Jan-15, Saskatchewan, Alcoholic beverages, 20.257
Jan-15, Alberta, Education and reading, 23.247
Jan-15, Alberta, Alcoholic beverages, 23.257
Jan-15, British Columbia, Education and reading, 26.247
Jan-15, British Columbia, Alcoholic beverages, 26.257
Jan-15, Whitehorse Yukon, Education and reading, 29.247
Jan-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Jan-15, Yellowknife Northwest Territories, Education and reading, 30.247
Jan-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Feb-15, Canada, Education and reading, 2.247
Feb-15, Canada, Alcoholic beverages, 2.257
Feb-15, Newfoundland and Labrador, Education and reading, 3.247
Feb-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-15, Prince Edward Island, Education and reading, 5.247
Feb-15, Prince Edward Island, Alcoholic beverages, 5.257
Feb-15, Nova Scotia, Education and reading, 7.247
Feb-15, Nova Scotia, Alcoholic beverages, 7.257
Feb-15, New Brunswick, Education and reading, 9.247
Feb-15, New Brunswick, Alcoholic beverages, 9.257
Feb-15, Quebec, Education and reading, 11.247
Feb-15, Quebec, Alcoholic beverages, 11.257
Feb-15, Ontario, Education and reading, 14.247
Feb-15, Ontario, Alcoholic beverages, 14.257
Feb-15, Manitoba, Education and reading, 18.247
Feb-15, Manitoba, Alcoholic beverages, 18.257
Feb-15, Saskatchewan, Education and reading, 20.247
Feb-15, Saskatchewan, Alcoholic beverages, 20.257
Feb-15, Alberta, Education and reading, 23.247
Feb-15, Alberta, Alcoholic beverages, 23.257
Feb-15, British Columbia, Education and reading, 26.247
Feb-15, British Columbia, Alcoholic beverages, 26.257
Feb-15, Whitehorse Yukon, Education and reading, 29.247
Feb-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Feb-15, Yellowknife Northwest Territories, Education and reading, 30.247
Feb-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Mar-15, Canada, Education and reading, 2.247
Mar-15, Canada, Alcoholic beverages, 2.257
Mar-15, Newfoundland and Labrador, Education and reading, 3.247
Mar-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-15, Prince Edward Island, Education and reading, 5.247
Mar-15, Prince Edward Island, Alcoholic beverages, 5.257
Mar-15, Nova Scotia, Education and reading, 7.247
Mar-15, Nova Scotia, Alcoholic beverages, 7.257
Mar-15, New Brunswick, Education and reading, 9.247
Mar-15, New Brunswick, Alcoholic beverages, 9.257
Mar-15, Quebec, Education and reading, 11.247
Mar-15, Quebec, Alcoholic beverages, 11.257
Mar-15, Ontario, Education and reading, 14.247
Mar-15, Ontario, Alcoholic beverages, 14.257
Mar-15, Manitoba, Education and reading, 18.247
Mar-15, Manitoba, Alcoholic beverages, 18.257
Mar-15, Saskatchewan, Education and reading, 20.247
Mar-15, Saskatchewan, Alcoholic beverages, 20.257
Mar-15, Alberta, Education and reading, 23.247
Mar-15, Alberta, Alcoholic beverages, 23.257
Mar-15, British Columbia, Education and reading, 26.247
Mar-15, British Columbia, Alcoholic beverages, 26.257
Mar-15, Whitehorse Yukon, Education and reading, 29.247
Mar-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Mar-15, Yellowknife Northwest Territories, Education and reading, 30.247
Mar-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Apr-15, Canada, Education and reading, 2.247
Apr-15, Canada, Alcoholic beverages, 2.257
Apr-15, Newfoundland and Labrador, Education and reading, 3.247
Apr-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-15, Prince Edward Island, Education and reading, 5.247
Apr-15, Prince Edward Island, Alcoholic beverages, 5.257
Apr-15, Nova Scotia, Education and reading, 7.247
Apr-15, Nova Scotia, Alcoholic beverages, 7.257
Apr-15, New Brunswick, Education and reading, 9.247
Apr-15, New Brunswick, Alcoholic beverages, 9.257
Apr-15, Quebec, Education and reading, 11.247
Apr-15, Quebec, Alcoholic beverages, 11.257
Apr-15, Ontario, Education and reading, 14.247
Apr-15, Ontario, Alcoholic beverages, 14.257
Apr-15, Manitoba, Education and reading, 18.247
Apr-15, Manitoba, Alcoholic beverages, 18.257
Apr-15, Saskatchewan, Education and reading, 20.247
Apr-15, Saskatchewan, Alcoholic beverages, 20.257
Apr-15, Alberta, Education and reading, 23.247
Apr-15, Alberta, Alcoholic beverages, 23.257
Apr-15, British Columbia, Education and reading, 26.247
Apr-15, British Columbia, Alcoholic beverages, 26.257
Apr-15, Whitehorse Yukon, Education and reading, 29.247
Apr-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Apr-15, Yellowknife Northwest Territories, Education and reading, 30.247
Apr-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
May-15, Canada, Education and reading, 2.247
May-15, Canada, Alcoholic beverages, 2.257
May-15, Newfoundland and Labrador, Education and reading, 3.247
May-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-15, Prince Edward Island, Education and reading, 5.247
May-15, Prince Edward Island, Alcoholic beverages, 5.257
May-15, Nova Scotia, Education and reading, 7.247
May-15, Nova Scotia, Alcoholic beverages, 7.257
May-15, New Brunswick, Education and reading, 9.247
May-15, New Brunswick, Alcoholic beverages, 9.257
May-15, Quebec, Education and reading, 11.247
May-15, Quebec, Alcoholic beverages, 11.257
May-15, Ontario, Education and reading, 14.247
May-15, Ontario, Alcoholic beverages, 14.257
May-15, Manitoba, Education and reading, 18.247
May-15, Manitoba, Alcoholic beverages, 18.257
May-15, Saskatchewan, Education and reading, 20.247
May-15, Saskatchewan, Alcoholic beverages, 20.257
May-15, Alberta, Education and reading, 23.247
May-15, Alberta, Alcoholic beverages, 23.257
May-15, British Columbia, Education and reading, 26.247
May-15, British Columbia, Alcoholic beverages, 26.257
May-15, Whitehorse Yukon, Education and reading, 29.247
May-15, Whitehorse Yukon, Alcoholic beverages, 29.257
May-15, Yellowknife Northwest Territories, Education and reading, 30.247
May-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jun-15, Canada, Education and reading, 2.247
Jun-15, Canada, Alcoholic beverages, 2.257
Jun-15, Newfoundland and Labrador, Education and reading, 3.247
Jun-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-15, Prince Edward Island, Education and reading, 5.247
Jun-15, Prince Edward Island, Alcoholic beverages, 5.257
Jun-15, Nova Scotia, Education and reading, 7.247
Jun-15, Nova Scotia, Alcoholic beverages, 7.257
Jun-15, New Brunswick, Education and reading, 9.247
Jun-15, New Brunswick, Alcoholic beverages, 9.257
Jun-15, Quebec, Education and reading, 11.247
Jun-15, Quebec, Alcoholic beverages, 11.257
Jun-15, Ontario, Education and reading, 14.247
Jun-15, Ontario, Alcoholic beverages, 14.257
Jun-15, Manitoba, Education and reading, 18.247
Jun-15, Manitoba, Alcoholic beverages, 18.257
Jun-15, Saskatchewan, Education and reading, 20.247
Jun-15, Saskatchewan, Alcoholic beverages, 20.257
Jun-15, Alberta, Education and reading, 23.247
Jun-15, Alberta, Alcoholic beverages, 23.257
Jun-15, British Columbia, Education and reading, 26.247
Jun-15, British Columbia, Alcoholic beverages, 26.257
Jun-15, Whitehorse Yukon, Education and reading, 29.247
Jun-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Jun-15, Yellowknife Northwest Territories, Education and reading, 30.247
Jun-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jul-15, Canada, Education and reading, 2.247
Jul-15, Canada, Alcoholic beverages, 2.257
Jul-15, Newfoundland and Labrador, Education and reading, 3.247
Jul-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-15, Prince Edward Island, Education and reading, 5.247
Jul-15, Prince Edward Island, Alcoholic beverages, 5.257
Jul-15, Nova Scotia, Education and reading, 7.247
Jul-15, Nova Scotia, Alcoholic beverages, 7.257
Jul-15, New Brunswick, Education and reading, 9.247
Jul-15, New Brunswick, Alcoholic beverages, 9.257
Jul-15, Quebec, Education and reading, 11.247
Jul-15, Quebec, Alcoholic beverages, 11.257
Jul-15, Ontario, Education and reading, 14.247
Jul-15, Ontario, Alcoholic beverages, 14.257
Jul-15, Manitoba, Education and reading, 18.247
Jul-15, Manitoba, Alcoholic beverages, 18.257
Jul-15, Saskatchewan, Education and reading, 20.247
Jul-15, Saskatchewan, Alcoholic beverages, 20.257
Jul-15, Alberta, Education and reading, 23.247
Jul-15, Alberta, Alcoholic beverages, 23.257
Jul-15, British Columbia, Education and reading, 26.247
Jul-15, British Columbia, Alcoholic beverages, 26.257
Jul-15, Whitehorse Yukon, Education and reading, 29.247
Jul-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Jul-15, Yellowknife Northwest Territories, Education and reading, 30.247
Jul-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Aug-15, Canada, Education and reading, 2.247
Aug-15, Canada, Alcoholic beverages, 2.257
Aug-15, Newfoundland and Labrador, Education and reading, 3.247
Aug-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-15, Prince Edward Island, Education and reading, 5.247
Aug-15, Prince Edward Island, Alcoholic beverages, 5.257
Aug-15, Nova Scotia, Education and reading, 7.247
Aug-15, Nova Scotia, Alcoholic beverages, 7.257
Aug-15, New Brunswick, Education and reading, 9.247
Aug-15, New Brunswick, Alcoholic beverages, 9.257
Aug-15, Quebec, Education and reading, 11.247
Aug-15, Quebec, Alcoholic beverages, 11.257
Aug-15, Ontario, Education and reading, 14.247
Aug-15, Ontario, Alcoholic beverages, 14.257
Aug-15, Manitoba, Education and reading, 18.247
Aug-15, Manitoba, Alcoholic beverages, 18.257
Aug-15, Saskatchewan, Education and reading, 20.247
Aug-15, Saskatchewan, Alcoholic beverages, 20.257
Aug-15, Alberta, Education and reading, 23.247
Aug-15, Alberta, Alcoholic beverages, 23.257
Aug-15, British Columbia, Education and reading, 26.247
Aug-15, British Columbia, Alcoholic beverages, 26.257
Aug-15, Whitehorse Yukon, Education and reading, 29.247
Aug-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-15, Yellowknife Northwest Territories, Education and reading, 30.247
Aug-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-15, Canada, Education and reading, 2.247
Sep-15, Canada, Alcoholic beverages, 2.257
Sep-15, Newfoundland and Labrador, Education and reading, 3.247
Sep-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-15, Prince Edward Island, Education and reading, 5.247
Sep-15, Prince Edward Island, Alcoholic beverages, 5.257
Sep-15, Nova Scotia, Education and reading, 7.247
Sep-15, Nova Scotia, Alcoholic beverages, 7.257
Sep-15, New Brunswick, Education and reading, 9.247
Sep-15, New Brunswick, Alcoholic beverages, 9.257
Sep-15, Quebec, Education and reading, 11.247
Sep-15, Quebec, Alcoholic beverages, 11.257
Sep-15, Ontario, Education and reading, 14.247
Sep-15, Ontario, Alcoholic beverages, 14.257
Sep-15, Manitoba, Education and reading, 18.247
Sep-15, Manitoba, Alcoholic beverages, 18.257
Sep-15, Saskatchewan, Education and reading, 20.247
Sep-15, Saskatchewan, Alcoholic beverages, 20.257
Sep-15, Alberta, Education and reading, 23.247
Sep-15, Alberta, Alcoholic beverages, 23.257
Sep-15, British Columbia, Education and reading, 26.247
Sep-15, British Columbia, Alcoholic beverages, 26.257
Sep-15, Whitehorse Yukon, Education and reading, 29.247
Sep-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-15, Yellowknife Northwest Territories, Education and reading, 30.247
Sep-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-15, Canada, Education and reading, 2.247
Oct-15, Canada, Alcoholic beverages, 2.257
Oct-15, Newfoundland and Labrador, Education and reading, 3.247
Oct-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-15, Prince Edward Island, Education and reading, 5.247
Oct-15, Prince Edward Island, Alcoholic beverages, 5.257
Oct-15, Nova Scotia, Education and reading, 7.247
Oct-15, Nova Scotia, Alcoholic beverages, 7.257
Oct-15, New Brunswick, Education and reading, 9.247
Oct-15, New Brunswick, Alcoholic beverages, 9.257
Oct-15, Quebec, Education and reading, 11.247
Oct-15, Quebec, Alcoholic beverages, 11.257
Oct-15, Ontario, Education and reading, 14.247
Oct-15, Ontario, Alcoholic beverages, 14.257
Oct-15, Manitoba, Education and reading, 18.247
Oct-15, Manitoba, Alcoholic beverages, 18.257
Oct-15, Saskatchewan, Education and reading, 20.247
Oct-15, Saskatchewan, Alcoholic beverages, 20.257
Oct-15, Alberta, Education and reading, 23.247
Oct-15, Alberta, Alcoholic beverages, 23.257
Oct-15, British Columbia, Education and reading, 26.247
Oct-15, British Columbia, Alcoholic beverages, 26.257
Oct-15, Whitehorse Yukon, Education and reading, 29.247
Oct-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-15, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-15, Canada, Education and reading, 2.247
Nov-15, Canada, Alcoholic beverages, 2.257
Nov-15, Newfoundland and Labrador, Education and reading, 3.247
Nov-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-15, Prince Edward Island, Education and reading, 5.247
Nov-15, Prince Edward Island, Alcoholic beverages, 5.257
Nov-15, Nova Scotia, Education and reading, 7.247
Nov-15, Nova Scotia, Alcoholic beverages, 7.257
Nov-15, New Brunswick, Education and reading, 9.247
Nov-15, New Brunswick, Alcoholic beverages, 9.257
Nov-15, Quebec, Education and reading, 11.247
Nov-15, Quebec, Alcoholic beverages, 11.257
Nov-15, Ontario, Education and reading, 14.247
Nov-15, Ontario, Alcoholic beverages, 14.257
Nov-15, Manitoba, Education and reading, 18.247
Nov-15, Manitoba, Alcoholic beverages, 18.257
Nov-15, Saskatchewan, Education and reading, 20.247
Nov-15, Saskatchewan, Alcoholic beverages, 20.257
Nov-15, Alberta, Education and reading, 23.247
Nov-15, Alberta, Alcoholic beverages, 23.257
Nov-15, British Columbia, Education and reading, 26.247
Nov-15, British Columbia, Alcoholic beverages, 26.257
Nov-15, Whitehorse Yukon, Education and reading, 29.247
Nov-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-15, Yellowknife Northwest Territories, Education and reading, 30.247
Nov-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-15, Canada, Education and reading, 2.247
Dec-15, Canada, Alcoholic beverages, 2.257
Dec-15, Newfoundland and Labrador, Education and reading, 3.247
Dec-15, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-15, Prince Edward Island, Education and reading, 5.247
Dec-15, Prince Edward Island, Alcoholic beverages, 5.257
Dec-15, Nova Scotia, Education and reading, 7.247
Dec-15, Nova Scotia, Alcoholic beverages, 7.257
Dec-15, New Brunswick, Education and reading, 9.247
Dec-15, New Brunswick, Alcoholic beverages, 9.257
Dec-15, Quebec, Education and reading, 11.247
Dec-15, Quebec, Alcoholic beverages, 11.257
Dec-15, Ontario, Education and reading, 14.247
Dec-15, Ontario, Alcoholic beverages, 14.257
Dec-15, Manitoba, Education and reading, 18.247
Dec-15, Manitoba, Alcoholic beverages, 18.257
Dec-15, Saskatchewan, Education and reading, 20.247
Dec-15, Saskatchewan, Alcoholic beverages, 20.257
Dec-15, Alberta, Education and reading, 23.247
Dec-15, Alberta, Alcoholic beverages, 23.257
Dec-15, British Columbia, Education and reading, 26.247
Dec-15, British Columbia, Alcoholic beverages, 26.257
Dec-15, Whitehorse Yukon, Education and reading, 29.247
Dec-15, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-15, Yellowknife Northwest Territories, Education and reading, 30.247
Dec-15, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-16, Canada, Education and reading, 2.247
Jan-16, Canada, Alcoholic beverages, 2.257
Jan-16, Newfoundland and Labrador, Education and reading, 3.247
Jan-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-16, Prince Edward Island, Education and reading, 5.247
Jan-16, Prince Edward Island, Alcoholic beverages, 5.257
Jan-16, Nova Scotia, Education and reading, 7.247
Jan-16, Nova Scotia, Alcoholic beverages, 7.257
Jan-16, New Brunswick, Education and reading, 9.247
Jan-16, New Brunswick, Alcoholic beverages, 9.257
Jan-16, Quebec, Education and reading, 11.247
Jan-16, Quebec, Alcoholic beverages, 11.257
Jan-16, Ontario, Education and reading, 14.247
Jan-16, Ontario, Alcoholic beverages, 14.257
Jan-16, Manitoba, Education and reading, 18.247
Jan-16, Manitoba, Alcoholic beverages, 18.257
Jan-16, Saskatchewan, Education and reading, 20.247
Jan-16, Saskatchewan, Alcoholic beverages, 20.257
Jan-16, Alberta, Education and reading, 23.247
Jan-16, Alberta, Alcoholic beverages, 23.257
Jan-16, British Columbia, Education and reading, 26.247
Jan-16, British Columbia, Alcoholic beverages, 26.257
Jan-16, Whitehorse Yukon, Education and reading, 29.247
Jan-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Jan-16, Yellowknife Northwest Territories, Education and reading, 30.247
Jan-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Feb-16, Canada, Education and reading, 2.247
Feb-16, Canada, Alcoholic beverages, 2.257
Feb-16, Newfoundland and Labrador, Education and reading, 3.247
Feb-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-16, Prince Edward Island, Education and reading, 5.247
Feb-16, Prince Edward Island, Alcoholic beverages, 5.257
Feb-16, Nova Scotia, Education and reading, 7.247
Feb-16, Nova Scotia, Alcoholic beverages, 7.257
Feb-16, New Brunswick, Education and reading, 9.247
Feb-16, New Brunswick, Alcoholic beverages, 9.257
Feb-16, Quebec, Education and reading, 11.247
Feb-16, Quebec, Alcoholic beverages, 11.257
Feb-16, Ontario, Education and reading, 14.247
Feb-16, Ontario, Alcoholic beverages, 14.257
Feb-16, Manitoba, Education and reading, 18.247
Feb-16, Manitoba, Alcoholic beverages, 18.257
Feb-16, Saskatchewan, Education and reading, 20.247
Feb-16, Saskatchewan, Alcoholic beverages, 20.257
Feb-16, Alberta, Education and reading, 23.247
Feb-16, Alberta, Alcoholic beverages, 23.257
Feb-16, British Columbia, Education and reading, 26.247
Feb-16, British Columbia, Alcoholic beverages, 26.257
Feb-16, Whitehorse Yukon, Education and reading, 29.247
Feb-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Feb-16, Yellowknife Northwest Territories, Education and reading, 30.247
Feb-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Mar-16, Canada, Education and reading, 2.247
Mar-16, Canada, Alcoholic beverages, 2.257
Mar-16, Newfoundland and Labrador, Education and reading, 3.247
Mar-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-16, Prince Edward Island, Education and reading, 5.247
Mar-16, Prince Edward Island, Alcoholic beverages, 5.257
Mar-16, Nova Scotia, Education and reading, 7.247
Mar-16, Nova Scotia, Alcoholic beverages, 7.257
Mar-16, New Brunswick, Education and reading, 9.247
Mar-16, New Brunswick, Alcoholic beverages, 9.257
Mar-16, Quebec, Education and reading, 11.247
Mar-16, Quebec, Alcoholic beverages, 11.257
Mar-16, Ontario, Education and reading, 14.247
Mar-16, Ontario, Alcoholic beverages, 14.257
Mar-16, Manitoba, Education and reading, 18.247
Mar-16, Manitoba, Alcoholic beverages, 18.257
Mar-16, Saskatchewan, Education and reading, 20.247
Mar-16, Saskatchewan, Alcoholic beverages, 20.257
Mar-16, Alberta, Education and reading, 23.247
Mar-16, Alberta, Alcoholic beverages, 23.257
Mar-16, British Columbia, Education and reading, 26.247
Mar-16, British Columbia, Alcoholic beverages, 26.257
Mar-16, Whitehorse Yukon, Education and reading, 29.247
Mar-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Mar-16, Yellowknife Northwest Territories, Education and reading, 30.247
Mar-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Apr-16, Canada, Education and reading, 2.247
Apr-16, Canada, Alcoholic beverages, 2.257
Apr-16, Newfoundland and Labrador, Education and reading, 3.247
Apr-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-16, Prince Edward Island, Education and reading, 5.247
Apr-16, Prince Edward Island, Alcoholic beverages, 5.257
Apr-16, Nova Scotia, Education and reading, 7.247
Apr-16, Nova Scotia, Alcoholic beverages, 7.257
Apr-16, New Brunswick, Education and reading, 9.247
Apr-16, New Brunswick, Alcoholic beverages, 9.257
Apr-16, Quebec, Education and reading, 11.247
Apr-16, Quebec, Alcoholic beverages, 11.257
Apr-16, Ontario, Education and reading, 14.247
Apr-16, Ontario, Alcoholic beverages, 14.257
Apr-16, Manitoba, Education and reading, 18.247
Apr-16, Manitoba, Alcoholic beverages, 18.257
Apr-16, Saskatchewan, Education and reading, 20.247
Apr-16, Saskatchewan, Alcoholic beverages, 20.257
Apr-16, Alberta, Education and reading, 23.247
Apr-16, Alberta, Alcoholic beverages, 23.257
