Jan-49, Canada, Rented accommodation,2.8
Sep-06, Nova Scotia, Owned accommodation,7.84
Sep-06, Halifax Nova Scotia, Rented accommodation,8.8
Sep-06, Halifax Nova Scotia, Owned accommodation,8.84
Sep-06, New Brunswick, Rented accommodation,9.8
Sep-06, New Brunswick, Owned accommodation,9.84
Sep-06, Saint John New Brunswick, Rented accommodation,10.8
Sep-06, Saint John New Brunswick, Owned accommodation,10.84
Sep-06, Quebec, Rented accommodation,11.8
Sep-06, Quebec, Owned accommodation,11.84
Sep-06, Québec Quebec, Rented accommodation,12.8
Sep-06, Québec Quebec, Owned accommodation,12.84
Sep-06, Montréal Quebec, Rented accommodation,13.8
Sep-06, Montréal Quebec, Owned accommodation,13.84
Sep-06, Ontario, Rented accommodation,14.8
Sep-06, Ontario, Owned accommodation,14.84
Sep-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Sep-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Sep-06, Toronto Ontario, Rented accommodation,16.8
Sep-06, Toronto Ontario, Owned accommodation,16.84
Sep-06, Thunder Bay Ontario, Rented accommodation,17.8
Sep-06, Thunder Bay Ontario, Owned accommodation,17.84
Sep-06, Manitoba, Rented accommodation,18.8
Sep-06, Manitoba, Owned accommodation,18.84
Sep-06, Winnipeg Manitoba, Rented accommodation,19.8
Sep-06, Winnipeg Manitoba, Owned accommodation,19.84
Sep-06, Saskatchewan, Rented accommodation,20.8
Sep-06, Saskatchewan, Owned accommodation,20.84
Sep-06, Regina Saskatchewan, Rented accommodation,21.8
Sep-06, Regina Saskatchewan, Owned accommodation,21.84
Sep-06, Saskatoon Saskatchewan, Rented accommodation,22.8
Sep-06, Saskatoon Saskatchewan, Owned accommodation,22.84
Sep-06, Alberta, Rented accommodation,23.8
Sep-06, Alberta, Owned accommodation,23.84
Sep-06, Edmonton Alberta, Rented accommodation,24.8
Sep-06, Edmonton Alberta, Owned accommodation,24.84
Sep-06, Calgary Alberta, Rented accommodation,25.8
Sep-06, Calgary Alberta, Owned accommodation,25.84
Sep-06, British Columbia, Rented accommodation,26.8
Sep-06, British Columbia, Owned accommodation,26.84
Sep-06, Vancouver British Columbia, Rented accommodation,27.8
Sep-06, Vancouver British Columbia, Owned accommodation,27.84
Sep-06, Victoria British Columbia, Rented accommodation,28.8
Sep-06, Victoria British Columbia, Owned accommodation,28.84
Oct-06, Canada, Rented accommodation,2.8
Oct-06, Canada, Owned accommodation,2.84
Oct-06, Newfoundland and Labrador, Rented accommodation,3.8
Oct-06, Newfoundland and Labrador, Owned accommodation,3.84
Oct-06, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Oct-06, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Oct-06, Prince Edward Island, Rented accommodation,5.8
Oct-06, Prince Edward Island, Owned accommodation,5.84
Oct-06, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Oct-06, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Oct-06, Nova Scotia, Rented accommodation,7.8
Oct-06, Nova Scotia, Owned accommodation,7.84
Oct-06, Halifax Nova Scotia, Rented accommodation,8.8
Oct-06, Halifax Nova Scotia, Owned accommodation,8.84
Oct-06, New Brunswick, Rented accommodation,9.8
Oct-06, New Brunswick, Owned accommodation,9.84
Oct-06, Saint John New Brunswick, Rented accommodation,10.8
Oct-06, Saint John New Brunswick, Owned accommodation,10.84
Oct-06, Quebec, Rented accommodation,11.8
Oct-06, Quebec, Owned accommodation,11.84
Oct-06, Québec Quebec, Rented accommodation,12.8
Oct-06, Québec Quebec, Owned accommodation,12.84
Oct-06, Montréal Quebec, Rented accommodation,13.8
Oct-06, Montréal Quebec, Owned accommodation,13.84
Oct-06, Ontario, Rented accommodation,14.8
Oct-06, Ontario, Owned accommodation,14.84
Oct-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Oct-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Oct-06, Toronto Ontario, Rented accommodation,16.8
Oct-06, Toronto Ontario, Owned accommodation,16.84
Oct-06, Thunder Bay Ontario, Rented accommodation,17.8
Oct-06, Thunder Bay Ontario, Owned accommodation,17.84
Oct-06, Manitoba, Rented accommodation,18.8
Oct-06, Manitoba, Owned accommodation,18.84
Oct-06, Winnipeg Manitoba, Rented accommodation,19.8
Oct-06, Winnipeg Manitoba, Owned accommodation,19.84
Oct-06, Saskatchewan, Rented accommodation,20.8
Oct-06, Saskatchewan, Owned accommodation,20.84
Oct-06, Regina Saskatchewan, Rented accommodation,21.8
Oct-06, Regina Saskatchewan, Owned accommodation,21.84
Oct-06, Saskatoon Saskatchewan, Rented accommodation,22.8
Oct-06, Saskatoon Saskatchewan, Owned accommodation,22.84
Oct-06, Alberta, Rented accommodation,23.8
Oct-06, Alberta, Owned accommodation,23.84
Oct-06, Edmonton Alberta, Rented accommodation,24.8
Oct-06, Edmonton Alberta, Owned accommodation,24.84
Oct-06, Calgary Alberta, Rented accommodation,25.8
Oct-06, Calgary Alberta, Owned accommodation,25.84
Oct-06, British Columbia, Rented accommodation,26.8
Oct-06, British Columbia, Owned accommodation,26.84
Oct-06, Vancouver British Columbia, Rented accommodation,27.8
Oct-06, Vancouver British Columbia, Owned accommodation,27.84
Oct-06, Victoria British Columbia, Rented accommodation,28.8
Oct-06, Victoria British Columbia, Owned accommodation,28.84
Nov-06, Canada, Rented accommodation,2.8
Nov-06, Canada, Owned accommodation,2.84
Nov-06, Newfoundland and Labrador, Rented accommodation,3.8
Nov-06, Newfoundland and Labrador, Owned accommodation,3.84
Nov-06, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Nov-06, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Nov-06, Prince Edward Island, Rented accommodation,5.8
Nov-06, Prince Edward Island, Owned accommodation,5.84
Nov-06, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Nov-06, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Nov-06, Nova Scotia, Rented accommodation,7.8
Nov-06, Nova Scotia, Owned accommodation,7.84
Nov-06, Halifax Nova Scotia, Rented accommodation,8.8
Nov-06, Halifax Nova Scotia, Owned accommodation,8.84
Nov-06, New Brunswick, Rented accommodation,9.8
Nov-06, New Brunswick, Owned accommodation,9.84
Nov-06, Saint John New Brunswick, Rented accommodation,10.8
Nov-06, Saint John New Brunswick, Owned accommodation,10.84
Nov-06, Quebec, Rented accommodation,11.8
Nov-06, Quebec, Owned accommodation,11.84
Nov-06, Québec Quebec, Rented accommodation,12.8
Nov-06, Québec Quebec, Owned accommodation,12.84
Nov-06, Montréal Quebec, Rented accommodation,13.8
Nov-06, Montréal Quebec, Owned accommodation,13.84
Nov-06, Ontario, Rented accommodation,14.8
Nov-06, Ontario, Owned accommodation,14.84
Nov-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Nov-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Nov-06, Toronto Ontario, Rented accommodation,16.8
Nov-06, Toronto Ontario, Owned accommodation,16.84
Nov-06, Thunder Bay Ontario, Rented accommodation,17.8
Nov-06, Thunder Bay Ontario, Owned accommodation,17.84
Nov-06, Manitoba, Rented accommodation,18.8
Nov-06, Manitoba, Owned accommodation,18.84
Nov-06, Winnipeg Manitoba, Rented accommodation,19.8
Nov-06, Winnipeg Manitoba, Owned accommodation,19.84
Nov-06, Saskatchewan, Rented accommodation,20.8
Nov-06, Saskatchewan, Owned accommodation,20.84
Nov-06, Regina Saskatchewan, Rented accommodation,21.8
Nov-06, Regina Saskatchewan, Owned accommodation,21.84
Nov-06, Saskatoon Saskatchewan, Rented accommodation,22.8
Nov-06, Saskatoon Saskatchewan, Owned accommodation,22.84
Nov-06, Alberta, Rented accommodation,23.8
Nov-06, Alberta, Owned accommodation,23.84
Nov-06, Edmonton Alberta, Rented accommodation,24.8
Nov-06, Edmonton Alberta, Owned accommodation,24.84
Nov-06, Calgary Alberta, Rented accommodation,25.8
Nov-06, Calgary Alberta, Owned accommodation,25.84
Nov-06, British Columbia, Rented accommodation,26.8
Nov-06, British Columbia, Owned accommodation,26.84
Nov-06, Vancouver British Columbia, Rented accommodation,27.8
Nov-06, Vancouver British Columbia, Owned accommodation,27.84
Nov-06, Victoria British Columbia, Rented accommodation,28.8
Nov-06, Victoria British Columbia, Owned accommodation,28.84
Dec-06, Canada, Rented accommodation,2.8
Dec-06, Canada, Owned accommodation,2.84
Dec-06, Newfoundland and Labrador, Rented accommodation,3.8
Dec-06, Newfoundland and Labrador, Owned accommodation,3.84
Dec-06, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Dec-06, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Dec-06, Prince Edward Island, Rented accommodation,5.8
Dec-06, Prince Edward Island, Owned accommodation,5.84
Dec-06, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Dec-06, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Dec-06, Nova Scotia, Rented accommodation,7.8
Dec-06, Nova Scotia, Owned accommodation,7.84
Dec-06, Halifax Nova Scotia, Rented accommodation,8.8
Dec-06, Halifax Nova Scotia, Owned accommodation,8.84
Dec-06, New Brunswick, Rented accommodation,9.8
Dec-06, New Brunswick, Owned accommodation,9.84
Dec-06, Saint John New Brunswick, Rented accommodation,10.8
Dec-06, Saint John New Brunswick, Owned accommodation,10.84
Dec-06, Quebec, Rented accommodation,11.8
Dec-06, Quebec, Owned accommodation,11.84
Dec-06, Québec Quebec, Rented accommodation,12.8
Dec-06, Québec Quebec, Owned accommodation,12.84
Dec-06, Montréal Quebec, Rented accommodation,13.8
Dec-06, Montréal Quebec, Owned accommodation,13.84
Dec-06, Ontario, Rented accommodation,14.8
Dec-06, Ontario, Owned accommodation,14.84
Dec-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Dec-06, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Dec-06, Toronto Ontario, Rented accommodation,16.8
Dec-06, Toronto Ontario, Owned accommodation,16.84
Dec-06, Thunder Bay Ontario, Rented accommodation,17.8
Dec-06, Thunder Bay Ontario, Owned accommodation,17.84
Dec-06, Manitoba, Rented accommodation,18.8
Dec-06, Manitoba, Owned accommodation,18.84
Dec-06, Winnipeg Manitoba, Rented accommodation,19.8
Dec-06, Winnipeg Manitoba, Owned accommodation,19.84
Dec-06, Saskatchewan, Rented accommodation,20.8
Dec-06, Saskatchewan, Owned accommodation,20.84
Dec-06, Regina Saskatchewan, Rented accommodation,21.8
Dec-06, Regina Saskatchewan, Owned accommodation,21.84
Dec-06, Saskatoon Saskatchewan, Rented accommodation,22.8
Dec-06, Saskatoon Saskatchewan, Owned accommodation,22.84
Dec-06, Alberta, Rented accommodation,23.8
Dec-06, Alberta, Owned accommodation,23.84
Dec-06, Edmonton Alberta, Rented accommodation,24.8
Dec-06, Edmonton Alberta, Owned accommodation,24.84
Dec-06, Calgary Alberta, Rented accommodation,25.8
Dec-06, Calgary Alberta, Owned accommodation,25.84
Dec-06, British Columbia, Rented accommodation,26.8
Dec-06, British Columbia, Owned accommodation,26.84
Dec-06, Vancouver British Columbia, Rented accommodation,27.8
Dec-06, Vancouver British Columbia, Owned accommodation,27.84
Dec-06, Victoria British Columbia, Rented accommodation,28.8
Dec-06, Victoria British Columbia, Owned accommodation,28.84
Jan-07, Canada, Rented accommodation,2.8
Jan-07, Canada, Owned accommodation,2.84
Jan-07, Newfoundland and Labrador, Rented accommodation,3.8
Jan-07, Newfoundland and Labrador, Owned accommodation,3.84
Jan-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jan-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jan-07, Prince Edward Island, Rented accommodation,5.8
Jan-07, Prince Edward Island, Owned accommodation,5.84
Jan-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jan-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jan-07, Nova Scotia, Rented accommodation,7.8
Jan-07, Nova Scotia, Owned accommodation,7.84
Jan-07, Halifax Nova Scotia, Rented accommodation,8.8
Jan-07, Halifax Nova Scotia, Owned accommodation,8.84
Jan-07, New Brunswick, Rented accommodation,9.8
Jan-07, New Brunswick, Owned accommodation,9.84
Jan-07, Saint John New Brunswick, Rented accommodation,10.8
Jan-07, Saint John New Brunswick, Owned accommodation,10.84
Jan-07, Quebec, Rented accommodation,11.8
Jan-07, Quebec, Owned accommodation,11.84
Jan-07, Québec Quebec, Rented accommodation,12.8
Jan-07, Québec Quebec, Owned accommodation,12.84
Jan-07, Montréal Quebec, Rented accommodation,13.8
Jan-07, Montréal Quebec, Owned accommodation,13.84
Jan-07, Ontario, Rented accommodation,14.8
Jan-07, Ontario, Owned accommodation,14.84
Jan-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jan-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jan-07, Toronto Ontario, Rented accommodation,16.8
Jan-07, Toronto Ontario, Owned accommodation,16.84
Jan-07, Thunder Bay Ontario, Rented accommodation,17.8
Jan-07, Thunder Bay Ontario, Owned accommodation,17.84
Jan-07, Manitoba, Rented accommodation,18.8
Jan-07, Manitoba, Owned accommodation,18.84
Jan-07, Winnipeg Manitoba, Rented accommodation,19.8
Jan-07, Winnipeg Manitoba, Owned accommodation,19.84
Jan-07, Saskatchewan, Rented accommodation,20.8
Jan-07, Saskatchewan, Owned accommodation,20.84
Jan-07, Regina Saskatchewan, Rented accommodation,21.8
Jan-07, Regina Saskatchewan, Owned accommodation,21.84
Jan-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Jan-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Jan-07, Alberta, Rented accommodation,23.8
Jan-07, Alberta, Owned accommodation,23.84
Jan-07, Edmonton Alberta, Rented accommodation,24.8
Jan-07, Edmonton Alberta, Owned accommodation,24.84
Jan-07, Calgary Alberta, Rented accommodation,25.8
Jan-07, Calgary Alberta, Owned accommodation,25.84
Jan-07, British Columbia, Rented accommodation,26.8
Jan-07, British Columbia, Owned accommodation,26.84
Jan-07, Vancouver British Columbia, Rented accommodation,27.8
Jan-07, Vancouver British Columbia, Owned accommodation,27.84
Jan-07, Victoria British Columbia, Rented accommodation,28.8
Jan-07, Victoria British Columbia, Owned accommodation,28.84
Feb-07, Canada, Rented accommodation,2.8
Feb-07, Canada, Owned accommodation,2.84
Feb-07, Newfoundland and Labrador, Rented accommodation,3.8
Feb-07, Newfoundland and Labrador, Owned accommodation,3.84
Feb-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Feb-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Feb-07, Prince Edward Island, Rented accommodation,5.8
Feb-07, Prince Edward Island, Owned accommodation,5.84
Feb-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Feb-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Feb-07, Nova Scotia, Rented accommodation,7.8
Feb-07, Nova Scotia, Owned accommodation,7.84
Feb-07, Halifax Nova Scotia, Rented accommodation,8.8
Feb-07, Halifax Nova Scotia, Owned accommodation,8.84
Feb-07, New Brunswick, Rented accommodation,9.8
Feb-07, New Brunswick, Owned accommodation,9.84
Feb-07, Saint John New Brunswick, Rented accommodation,10.8
Feb-07, Saint John New Brunswick, Owned accommodation,10.84
Feb-07, Quebec, Rented accommodation,11.8
Feb-07, Quebec, Owned accommodation,11.84
Feb-07, Québec Quebec, Rented accommodation,12.8
Feb-07, Québec Quebec, Owned accommodation,12.84
Feb-07, Montréal Quebec, Rented accommodation,13.8
Feb-07, Montréal Quebec, Owned accommodation,13.84
Feb-07, Ontario, Rented accommodation,14.8
Feb-07, Ontario, Owned accommodation,14.84
Feb-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Feb-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Feb-07, Toronto Ontario, Rented accommodation,16.8
Feb-07, Toronto Ontario, Owned accommodation,16.84
Feb-07, Thunder Bay Ontario, Rented accommodation,17.8
Feb-07, Thunder Bay Ontario, Owned accommodation,17.84
Feb-07, Manitoba, Rented accommodation,18.8
Feb-07, Manitoba, Owned accommodation,18.84
Feb-07, Winnipeg Manitoba, Rented accommodation,19.8
Feb-07, Winnipeg Manitoba, Owned accommodation,19.84
Feb-07, Saskatchewan, Rented accommodation,20.8
Feb-07, Saskatchewan, Owned accommodation,20.84
Feb-07, Regina Saskatchewan, Rented accommodation,21.8
Feb-07, Regina Saskatchewan, Owned accommodation,21.84
Feb-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Feb-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Feb-07, Alberta, Rented accommodation,23.8
Feb-07, Alberta, Owned accommodation,23.84
Feb-07, Edmonton Alberta, Rented accommodation,24.8
Feb-07, Edmonton Alberta, Owned accommodation,24.84
Feb-07, Calgary Alberta, Rented accommodation,25.8
Feb-07, Calgary Alberta, Owned accommodation,25.84
Feb-07, British Columbia, Rented accommodation,26.8
Feb-07, British Columbia, Owned accommodation,26.84
Feb-07, Vancouver British Columbia, Rented accommodation,27.8
Feb-07, Vancouver British Columbia, Owned accommodation,27.84
Feb-07, Victoria British Columbia, Rented accommodation,28.8
Feb-07, Victoria British Columbia, Owned accommodation,28.84
Mar-07, Canada, Rented accommodation,2.8
Mar-07, Canada, Owned accommodation,2.84
Mar-07, Newfoundland and Labrador, Rented accommodation,3.8
Mar-07, Newfoundland and Labrador, Owned accommodation,3.84
Mar-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Mar-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Mar-07, Prince Edward Island, Rented accommodation,5.8
Mar-07, Prince Edward Island, Owned accommodation,5.84
Mar-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Mar-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Mar-07, Nova Scotia, Rented accommodation,7.8
Mar-07, Nova Scotia, Owned accommodation,7.84
Mar-07, Halifax Nova Scotia, Rented accommodation,8.8
Mar-07, Halifax Nova Scotia, Owned accommodation,8.84
Mar-07, New Brunswick, Rented accommodation,9.8
Mar-07, New Brunswick, Owned accommodation,9.84
Mar-07, Saint John New Brunswick, Rented accommodation,10.8
Mar-07, Saint John New Brunswick, Owned accommodation,10.84
Mar-07, Quebec, Rented accommodation,11.8
Mar-07, Quebec, Owned accommodation,11.84
Mar-07, Québec Quebec, Rented accommodation,12.8
Mar-07, Québec Quebec, Owned accommodation,12.84
Mar-07, Montréal Quebec, Rented accommodation,13.8
Mar-07, Montréal Quebec, Owned accommodation,13.84
Mar-07, Ontario, Rented accommodation,14.8
Mar-07, Ontario, Owned accommodation,14.84
Mar-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Mar-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Mar-07, Toronto Ontario, Rented accommodation,16.8
Mar-07, Toronto Ontario, Owned accommodation,16.84
Mar-07, Thunder Bay Ontario, Rented accommodation,17.8
Mar-07, Thunder Bay Ontario, Owned accommodation,17.84
Mar-07, Manitoba, Rented accommodation,18.8
Mar-07, Manitoba, Owned accommodation,18.84
Mar-07, Winnipeg Manitoba, Rented accommodation,19.8
Mar-07, Winnipeg Manitoba, Owned accommodation,19.84
Mar-07, Saskatchewan, Rented accommodation,20.8
Mar-07, Saskatchewan, Owned accommodation,20.84
Mar-07, Regina Saskatchewan, Rented accommodation,21.8
Mar-07, Regina Saskatchewan, Owned accommodation,21.84
Mar-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Mar-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Mar-07, Alberta, Rented accommodation,23.8
Mar-07, Alberta, Owned accommodation,23.84
Mar-07, Edmonton Alberta, Rented accommodation,24.8
Mar-07, Edmonton Alberta, Owned accommodation,24.84
Mar-07, Calgary Alberta, Rented accommodation,25.8
Mar-07, Calgary Alberta, Owned accommodation,25.84
Mar-07, British Columbia, Rented accommodation,26.8
Mar-07, British Columbia, Owned accommodation,26.84
Mar-07, Vancouver British Columbia, Rented accommodation,27.8
Mar-07, Vancouver British Columbia, Owned accommodation,27.84
Mar-07, Victoria British Columbia, Rented accommodation,28.8
Mar-07, Victoria British Columbia, Owned accommodation,28.84
Apr-07, Canada, Rented accommodation,2.8
Apr-07, Canada, Owned accommodation,2.84
Apr-07, Newfoundland and Labrador, Rented accommodation,3.8
Apr-07, Newfoundland and Labrador, Owned accommodation,3.84
Apr-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Apr-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Apr-07, Prince Edward Island, Rented accommodation,5.8
Apr-07, Prince Edward Island, Owned accommodation,5.84
Apr-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Apr-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Apr-07, Nova Scotia, Rented accommodation,7.8
Apr-07, Nova Scotia, Owned accommodation,7.84
Apr-07, Halifax Nova Scotia, Rented accommodation,8.8
Apr-07, Halifax Nova Scotia, Owned accommodation,8.84
Apr-07, New Brunswick, Rented accommodation,9.8
Apr-07, New Brunswick, Owned accommodation,9.84
Apr-07, Saint John New Brunswick, Rented accommodation,10.8
Apr-07, Saint John New Brunswick, Owned accommodation,10.84
Apr-07, Quebec, Rented accommodation,11.8
Apr-07, Quebec, Owned accommodation,11.84
Apr-07, Québec Quebec, Rented accommodation,12.8
Apr-07, Québec Quebec, Owned accommodation,12.84
Apr-07, Montréal Quebec, Rented accommodation,13.8
Apr-07, Montréal Quebec, Owned accommodation,13.84
Apr-07, Ontario, Rented accommodation,14.8
Apr-07, Ontario, Owned accommodation,14.84
Apr-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Apr-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Apr-07, Toronto Ontario, Rented accommodation,16.8
Apr-07, Toronto Ontario, Owned accommodation,16.84
Apr-07, Thunder Bay Ontario, Rented accommodation,17.8
Apr-07, Thunder Bay Ontario, Owned accommodation,17.84
Apr-07, Manitoba, Rented accommodation,18.8
Apr-07, Manitoba, Owned accommodation,18.84
Apr-07, Winnipeg Manitoba, Rented accommodation,19.8
Apr-07, Winnipeg Manitoba, Owned accommodation,19.84
Apr-07, Saskatchewan, Rented accommodation,20.8
Apr-07, Saskatchewan, Owned accommodation,20.84
Apr-07, Regina Saskatchewan, Rented accommodation,21.8
Apr-07, Regina Saskatchewan, Owned accommodation,21.84
Apr-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Apr-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Apr-07, Alberta, Rented accommodation,23.8
Apr-07, Alberta, Owned accommodation,23.84
Apr-07, Edmonton Alberta, Rented accommodation,24.8
Apr-07, Edmonton Alberta, Owned accommodation,24.84
Apr-07, Calgary Alberta, Rented accommodation,25.8
Apr-07, Calgary Alberta, Owned accommodation,25.84
Apr-07, British Columbia, Rented accommodation,26.8
Apr-07, British Columbia, Owned accommodation,26.84
Apr-07, Vancouver British Columbia, Rented accommodation,27.8
Apr-07, Vancouver British Columbia, Owned accommodation,27.84
Apr-07, Victoria British Columbia, Rented accommodation,28.8
Apr-07, Victoria British Columbia, Owned accommodation,28.84
May-07, Canada, Rented accommodation,2.8
May-07, Canada, Owned accommodation,2.84
May-07, Newfoundland and Labrador, Rented accommodation,3.8
May-07, Newfoundland and Labrador, Owned accommodation,3.84
May-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
May-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
May-07, Prince Edward Island, Rented accommodation,5.8
May-07, Prince Edward Island, Owned accommodation,5.84
May-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
May-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
May-07, Nova Scotia, Rented accommodation,7.8
May-07, Nova Scotia, Owned accommodation,7.84
May-07, Halifax Nova Scotia, Rented accommodation,8.8
May-07, Halifax Nova Scotia, Owned accommodation,8.84
May-07, New Brunswick, Rented accommodation,9.8
May-07, New Brunswick, Owned accommodation,9.84
May-07, Saint John New Brunswick, Rented accommodation,10.8
May-07, Saint John New Brunswick, Owned accommodation,10.84
May-07, Quebec, Rented accommodation,11.8
May-07, Quebec, Owned accommodation,11.84
May-07, Québec Quebec, Rented accommodation,12.8
May-07, Québec Quebec, Owned accommodation,12.84
May-07, Montréal Quebec, Rented accommodation,13.8
May-07, Montréal Quebec, Owned accommodation,13.84
May-07, Ontario, Rented accommodation,14.8
May-07, Ontario, Owned accommodation,14.84
May-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
May-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
May-07, Toronto Ontario, Rented accommodation,16.8
May-07, Toronto Ontario, Owned accommodation,16.84
May-07, Thunder Bay Ontario, Rented accommodation,17.8
May-07, Thunder Bay Ontario, Owned accommodation,17.84
May-07, Manitoba, Rented accommodation,18.8
May-07, Manitoba, Owned accommodation,18.84
May-07, Winnipeg Manitoba, Rented accommodation,19.8
May-07, Winnipeg Manitoba, Owned accommodation,19.84
May-07, Saskatchewan, Rented accommodation,20.8
May-07, Saskatchewan, Owned accommodation,20.84
May-07, Regina Saskatchewan, Rented accommodation,21.8
May-07, Regina Saskatchewan, Owned accommodation,21.84
May-07, Saskatoon Saskatchewan, Rented accommodation,22.8
May-07, Saskatoon Saskatchewan, Owned accommodation,22.84
May-07, Alberta, Rented accommodation,23.8
May-07, Alberta, Owned accommodation,23.84
May-07, Edmonton Alberta, Rented accommodation,24.8
May-07, Edmonton Alberta, Owned accommodation,24.84
May-07, Calgary Alberta, Rented accommodation,25.8
May-07, Calgary Alberta, Owned accommodation,25.84
May-07, British Columbia, Rented accommodation,26.8
May-07, British Columbia, Owned accommodation,26.84
May-07, Vancouver British Columbia, Rented accommodation,27.8
May-07, Vancouver British Columbia, Owned accommodation,27.84
May-07, Victoria British Columbia, Rented accommodation,28.8
May-07, Victoria British Columbia, Owned accommodation,28.84
Jun-07, Canada, Rented accommodation,2.8
Jun-07, Canada, Owned accommodation,2.84
Jun-07, Newfoundland and Labrador, Rented accommodation,3.8
Jun-07, Newfoundland and Labrador, Owned accommodation,3.84
Jun-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jun-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jun-07, Prince Edward Island, Rented accommodation,5.8
Jun-07, Prince Edward Island, Owned accommodation,5.84
Jun-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jun-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jun-07, Nova Scotia, Rented accommodation,7.8
Jun-07, Nova Scotia, Owned accommodation,7.84
Jun-07, Halifax Nova Scotia, Rented accommodation,8.8
Jun-07, Halifax Nova Scotia, Owned accommodation,8.84
Jun-07, New Brunswick, Rented accommodation,9.8
Jun-07, New Brunswick, Owned accommodation,9.84
Jun-07, Saint John New Brunswick, Rented accommodation,10.8
Jun-07, Saint John New Brunswick, Owned accommodation,10.84
Jun-07, Quebec, Rented accommodation,11.8
Jun-07, Quebec, Owned accommodation,11.84
Jun-07, Québec Quebec, Rented accommodation,12.8
Jun-07, Québec Quebec, Owned accommodation,12.84
Jun-07, Montréal Quebec, Rented accommodation,13.8
Jun-07, Montréal Quebec, Owned accommodation,13.84
Jun-07, Ontario, Rented accommodation,14.8
